event_name,language,mlflow_run_id,mlflow_model_uri,model_filename,vectorizer_filename,mse,r2,mae,rmse
licensing_agreements,en,c2c42281b189418abba4399660a3b49f,runs:/c2c42281b189418abba4399660a3b49f/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\licensing_agreements_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\licensing_agreements_tfidf_vectorizer_regression.joblib,1.8764747703156266,0.7738110066588493,1.0993815437399284,1.369844797893406
annual_report,en,e048a23281984518a7de9c1af9dc1653,runs:/e048a23281984518a7de9c1af9dc1653/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\annual_report_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\annual_report_tfidf_vectorizer_regression.joblib,0.7412454994647781,0.7099120472136045,0.6114845944994295,0.8609561542057633
geographic_expansion,en,0ce619ed5f544a21a516fab5b9eb0f3f,runs:/0ce619ed5f544a21a516fab5b9eb0f3f/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\geographic_expansion_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\geographic_expansion_tfidf_vectorizer_regression.joblib,4.080398841548052,0.44680148137457665,1.3660698085174179,2.019999713254448
trading_information,en,dbd5c9c3712e4ec891258683ad834a9d,runs:/dbd5c9c3712e4ec891258683ad834a9d/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\trading_information_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\trading_information_tfidf_vectorizer_regression.joblib,1.414069336778462,0.4352930488624728,0.894639394186577,1.1891464740638396
regulatory_filings,en,52973d11509741b6944c066c3c6f7018,runs:/52973d11509741b6944c066c3c6f7018/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\regulatory_filings_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\regulatory_filings_tfidf_vectorizer_regression.joblib,3.403164287214789,0.4343293241120407,1.2207080528183432,1.8447667297560386
partnerships,en,8d4505f51044478e88cee486875b03a4,runs:/8d4505f51044478e88cee486875b03a4/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\partnerships_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\partnerships_tfidf_vectorizer_regression.joblib,2.0037853050619714,0.41904580152033755,1.0031434675765538,1.4155512371729861
product_services_announcement,en,047b9252df1641edbf58cea9b729c75e,runs:/047b9252df1641edbf58cea9b729c75e/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\product_services_announcement_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\product_services_announcement_tfidf_vectorizer_regression.joblib,2.9835527728491904,0.35489927939115906,1.0928162875049483,1.7272963766676495
business_contracts,en,aded8c80ec464824a4cf170c14c3d74c,runs:/aded8c80ec464824a4cf170c14c3d74c/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\business_contracts_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\business_contracts_tfidf_vectorizer_regression.joblib,2.844328821673654,0.33203483812237267,0.9440523360176337,1.6865138071399397
mergers_acquisitions,en,89ea12defbdb49399596b44c762ef07b,runs:/89ea12defbdb49399596b44c762ef07b/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\mergers_acquisitions_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\mergers_acquisitions_tfidf_vectorizer_regression.joblib,3.943756676415496,0.319028574108122,1.2893691986882103,1.9858893917878448
management_statements,en,8785e11433e04a7e82f08e1fdeef97c6,runs:/8785e11433e04a7e82f08e1fdeef97c6/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\management_statements_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\management_statements_tfidf_vectorizer_regression.joblib,0.7244494676486248,0.3034264774820835,0.5733075608124549,0.8511459731730068
voting_rights,en,9a1835a8b5304e1192ea70d918eaf7d1,runs:/9a1835a8b5304e1192ea70d918eaf7d1/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\voting_rights_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\voting_rights_tfidf_vectorizer_regression.joblib,3.6770252463124784,0.2766929692589717,1.3768907969993902,1.917557103794429
advisory,en,cc101d881dc841bc8b07091cc292cfe7,runs:/cc101d881dc841bc8b07091cc292cfe7/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\advisory_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\advisory_tfidf_vectorizer_regression.joblib,1.589925916984537,0.27600207337803895,1.1525838119352818,1.2609226451232196
financial_results,en,e5acc90daede48229482f4bb173b0c0e,runs:/e5acc90daede48229482f4bb173b0c0e/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\financial_results_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\financial_results_tfidf_vectorizer_regression.joblib,4.24928489367163,0.2746172162445395,1.2995460872347182,2.061379366752183
patents,en,c2b098c6682f4aa6af289ffdee9c80aa,runs:/c2b098c6682f4aa6af289ffdee9c80aa/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\patents_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\patents_tfidf_vectorizer_regression.joblib,1.3083834943190449,0.26209423548669764,0.9476744887507177,1.1438459224559245
conference_call_webinar,en,2befc207211749359792683a27b92a87,runs:/2befc207211749359792683a27b92a87/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\conference_call_webinar_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\conference_call_webinar_tfidf_vectorizer_regression.joblib,5.5123718273533155,0.2617129423239698,1.5656279436312583,2.3478440807160332
clinical_study,en,a12658ef6aa3499684bf60688184c0b8,runs:/a12658ef6aa3499684bf60688184c0b8/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\clinical_study_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\clinical_study_tfidf_vectorizer_regression.joblib,3.9170753942659595,0.22675664001229257,1.1965185268415623,1.9791602750323076
shares_issue,en,4a660b1268374a38ba13480453f8960a,runs:/4a660b1268374a38ba13480453f8960a/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\shares_issue_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\shares_issue_tfidf_vectorizer_regression.joblib,2.01589478675316,0.22081608163530242,0.8783170568860166,1.4198220968674773
company_regulatory_filings,en,c27eba1b9c3a48bd9872431115b24e6a,runs:/c27eba1b9c3a48bd9872431115b24e6a/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\company_regulatory_filings_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\company_regulatory_filings_tfidf_vectorizer_regression.joblib,4.575288160670517,0.21399644867339374,1.5138597522113588,2.1389923236586235
exchange_announcement,en,df6aca03246b4d7994ecc2f255992db3,runs:/df6aca03246b4d7994ecc2f255992db3/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\exchange_announcement_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\exchange_announcement_tfidf_vectorizer_regression.joblib,5.452183663228373,0.20525876120640485,1.6573616082209193,2.334991148426129
ex_dividend_date,en,202c0d0c0b6445cd8892414165bcfa51,runs:/202c0d0c0b6445cd8892414165bcfa51/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\ex_dividend_date_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\ex_dividend_date_tfidf_vectorizer_regression.joblib,8.012243929198227,0.1924735776722153,1.7845293202264372,2.830590738555863
management_changes,en,6c9358cd7d3d4c4f9ae7abcc88692613,runs:/6c9358cd7d3d4c4f9ae7abcc88692613/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\management_changes_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\management_changes_tfidf_vectorizer_regression.joblib,5.098378865913239,0.18066906200998822,1.5496572007175264,2.257959004480205
financial_calendar,en,f1d044638d6542f595b1dfdce617aa71,runs:/f1d044638d6542f595b1dfdce617aa71/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\financial_calendar_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\financial_calendar_tfidf_vectorizer_regression.joblib,3.9766120296384235,0.1696432829846214,1.2987158668187144,1.9941444355007045
interim_information,en,c56d317d893e454c82f9966c631e5b31,runs:/c56d317d893e454c82f9966c631e5b31/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\interim_information_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\interim_information_tfidf_vectorizer_regression.joblib,4.86180207347735,0.1677641255720448,1.392340541737437,2.2049494491886543
annual_general_meeting,en,2ad34c30cea54bdeb87ccfe4c51a5579,runs:/2ad34c30cea54bdeb87ccfe4c51a5579/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\annual_general_meeting_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\annual_general_meeting_tfidf_vectorizer_regression.joblib,3.9629426977202598,0.16360215266296918,1.4698626517262638,1.9907141175267382
press_releases,en,e9abd66ef057423088730b6e07849942,runs:/e9abd66ef057423088730b6e07849942/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\press_releases_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\press_releases_tfidf_vectorizer_regression.joblib,5.0425071658040705,0.15163315336784822,1.4987712063021836,2.2455527528437336
bond_fixing,en,80d21c4ec23f4253a83b2861175862b7,runs:/80d21c4ec23f4253a83b2861175862b7/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\bond_fixing_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\bond_fixing_tfidf_vectorizer_regression.joblib,2.903721254778451,0.11772778888691948,1.0374882176757834,1.7040308843382068
law_legal_issues,en,4dfede5bf7d34bfeb2d1c4a9b0af6b44,runs:/4dfede5bf7d34bfeb2d1c4a9b0af6b44/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\law_legal_issues_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\law_legal_issues_tfidf_vectorizer_regression.joblib,12.373696137583526,0.11566547126169247,2.7812790565644927,3.51762649205164
earnings_releases_and_operating_results,en,1a286793ada8499c8b075e44a9f69626,runs:/1a286793ada8499c8b075e44a9f69626/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\earnings_releases_and_operating_results_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\earnings_releases_and_operating_results_tfidf_vectorizer_regression.joblib,5.128471486213529,0.09838385522644855,1.4675480813413817,2.2646128777814387
changes_in_companys_own_shares,en,a223d0b1c51348a8bdffd3b364618ee3,runs:/a223d0b1c51348a8bdffd3b364618ee3/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\changes_in_companys_own_shares_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\changes_in_companys_own_shares_tfidf_vectorizer_regression.joblib,5.123500620692911,0.06574972358345821,1.4447907043654138,2.2635151028197074
government_news,en,d7a936d543234c1fba4d8382bcfd7cf2,runs:/d7a936d543234c1fba4d8382bcfd7cf2/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\government_news_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\government_news_tfidf_vectorizer_regression.joblib,1.7672022197923376,0.017010827602364387,0.8973481067006889,1.3293615835401358
changes_in_share_capital_and_votes,en,99853af19c34491c85f3df2adeb92929,runs:/99853af19c34491c85f3df2adeb92929/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\changes_in_share_capital_and_votes_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\changes_in_share_capital_and_votes_tfidf_vectorizer_regression.joblib,2.2725235570413407,0.004785849272432752,1.0480932673050516,1.5074891565252935
corporate_action,en,2fbeb12ed2644e96bf801bc13f451c00,runs:/2fbeb12ed2644e96bf801bc13f451c00/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\corporate_action_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\corporate_action_tfidf_vectorizer_regression.joblib,5.8199704161611265,-0.003443551276044454,1.5457416512975275,2.4124614849072983
financing_agreements,en,74c01a78e3a7478496e30bd738f41d6d,runs:/74c01a78e3a7478496e30bd738f41d6d/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\financing_agreements_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\financing_agreements_tfidf_vectorizer_regression.joblib,5.837834749152379,-0.005562390166085507,1.5958456370174063,2.416161159598502
share_capital_increase,en,f56a686049ba47f08aab6fdb6c13fd5f,runs:/f56a686049ba47f08aab6fdb6c13fd5f/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\share_capital_increase_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\share_capital_increase_tfidf_vectorizer_regression.joblib,12.381592406795718,-0.05621578408725392,2.6622021258853525,3.5187486990115846
major_shareholder_announcements,en,9107a49f11ed492ab69500395e9df12d,runs:/9107a49f11ed492ab69500395e9df12d/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\major_shareholder_announcements_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\major_shareholder_announcements_tfidf_vectorizer_regression.joblib,7.530088129145334,-0.05822734971525656,1.797448319682019,2.7441006047784278
warrants_and_certificates,en,14676cd0479742f0aae3a4baa7d3d0b6,runs:/14676cd0479742f0aae3a4baa7d3d0b6/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\warrants_and_certificates_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\warrants_and_certificates_tfidf_vectorizer_regression.joblib,5.063454324556495,-0.06522037942929981,1.2347260235068478,2.250212062130255
prospectus_announcement,en,74620691279b435f89891fc4f06bd092,runs:/74620691279b435f89891fc4f06bd092/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\prospectus_announcement_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\prospectus_announcement_tfidf_vectorizer_regression.joblib,8.156122613349204,-0.12542625927086948,1.9947762075293094,2.8558926123629376
bankruptcy,en,a032faf37a724e618eab0e0f3fcd0868,runs:/a032faf37a724e618eab0e0f3fcd0868/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\bankruptcy_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\bankruptcy_tfidf_vectorizer_regression.joblib,6.347887132858615,-0.12633442815485618,1.9650892767826202,2.5195013659171956
fund_data_announcement,en,f90bcc084d05486ab23d8e835888b811,runs:/f90bcc084d05486ab23d8e835888b811/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\fund_data_announcement_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\fund_data_announcement_tfidf_vectorizer_regression.joblib,6.9514868153095275,-0.13093124493482233,1.8431405468879452,2.6365672408094447
dividend_reports_and_estimates,en,94b461fd01cb4701a4a07030e1e065cd,runs:/94b461fd01cb4701a4a07030e1e065cd/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\dividend_reports_and_estimates_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\dividend_reports_and_estimates_tfidf_vectorizer_regression.joblib,1.7407223050715106,-0.22706734226636005,0.9275181466270129,1.3193643564502986
trade_show,en,4b652f37c9404a4aa415f6eba7fec6d4,runs:/4b652f37c9404a4aa415f6eba7fec6d4/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\trade_show_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\trade_show_tfidf_vectorizer_regression.joblib,10.080253142880025,-0.27182144839849953,2.4564143290043092,3.1749414392835695
extraordinary_general_meeting,en,e5262e44b1884fca9b53af50da1d8a3b,runs:/e5262e44b1884fca9b53af50da1d8a3b/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\extraordinary_general_meeting_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\extraordinary_general_meeting_tfidf_vectorizer_regression.joblib,8.395655304266368,-0.4253414815474328,1.8466063074971808,2.897525721070715
initial_public_offerings,en,7533563aff32456c8524163dd7fed684,runs:/7533563aff32456c8524163dd7fed684/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\initial_public_offerings_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\initial_public_offerings_tfidf_vectorizer_regression.joblib,8.749130003679088,-0.5271712375107971,1.77643027531722,2.957892831675801
joint_venture,en,ca012f093ff44e6783d1d8316ac58352,runs:/ca012f093ff44e6783d1d8316ac58352/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\joint_venture_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\joint_venture_tfidf_vectorizer_regression.joblib,9.74111908895155,-0.7492356352248424,2.1842822462195093,3.121076591330554
capital_investment,en,94a71880d4674b2b973675a77e5ab00b,runs:/94a71880d4674b2b973675a77e5ab00b/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\capital_investment_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\capital_investment_tfidf_vectorizer_regression.joblib,8.378311331562177,-0.8018358340892711,2.0114452507206755,2.894531280114654
observation_status,en,87a16598693c4868bb8ca9945b3f8f6f,runs:/87a16598693c4868bb8ca9945b3f8f6f/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\observation_status_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\observation_status_tfidf_vectorizer_regression.joblib,4.97186974230401,-1.07293378556603,1.9139153366991533,2.2297689885510583
contests_awards,en,855212c757f04c9daeb746d53daa3dc8,runs:/855212c757f04c9daeb746d53daa3dc8/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\contests_awards_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\contests_awards_tfidf_vectorizer_regression.joblib,0.7545972364438354,-2.4089219549194083,0.6382344898498498,0.8686755645486037
managers_transactions,en,65174af50142443b925ae20280d3c2be,runs:/65174af50142443b925ae20280d3c2be/model,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\managers_transactions_regression.joblib,C:\Users\HP\Desktop\Upwork_project\finespresso-modelling\models\managers_transactions_tfidf_vectorizer_regression.joblib,0.8491081850842708,-14.606309301164869,0.7996627293422983,0.9214706642559332
